,ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
7314,95806eca8e7cd2464f46cf94efcc8c34,23.0,,India,software development and IT,Employed for wages,,female,19000.0,,,Marathi,,bachelor's degree,
7315,b5c20c43a073959fa5eb6514a6602fef,32.0,,Canada,software development and IT,Employed for wages,,male,40000.0,,,English,,"trade, technical, or vocational training",
7316,0c04f894917cc800ed2b49d28a24928d,22.0,,India,,,,male,,,,Kannada,,"professional degree (MBA, MD, JD, etc.)",5283.0
7317,d66a7957df00a641e7433c9b653c1d80,34.0,,United States of America,software development and IT,Employed for wages,,male,132000.0,,,English,married or domestic partnership,"some college credit, no degree",
7318,01aa28308a56a7e642de09129d033e38,25.0,,United States of America,software development and IT,Employed for wages,,male,62000.0,,,English,,bachelor's degree,20000.0
7319,ef8104d76eea9e0af18dc27fa3000778,26.0,,United States of America,software development and IT,Employed for wages,,female,82000.0,,,English,,bachelor's degree,
7320,854fc394724f4b22bba76d3ade25d162,34.0,,United States of America,software development and IT,Employed for wages,,male,55000.0,start your own business,,English,,"some college credit, no degree",
7321,ee54dfc7d2ad690833a1066ad1edb6f9,25.0,1.0,United States of America,health care,Employed for wages,,male,54000.0,,,English,married or domestic partnership,bachelor's degree,25000.0
7322,0e09f38f1e91174a50767dc94a5ab6e3,36.0,,United States of America,software development and IT,Self-employed business owner,70000.0,male,,work for a multinational corporation,Full-Stack Web Developer,English,,bachelor's degree,
7323,843fff050fe1eb6dd72a3a2266127ed0,27.0,,United States of America,,Military,50000.0,male,,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,bachelor's degree,30000.0
7324,c50a3d1b84d1f8a235858f0ee4453320,,,,,,,agender,,,,,,,
7325,683cf138edb530981d5ab78ca1fbfbf4,20.0,,United States of America,software development and IT,Employed for wages,,male,108000.0,,,English,,high school diploma or equivalent (GED),
7326,0d46c5a6be6fe1e7c39487680f1cece6,34.0,,United States of America,"arts, entertainment, sports, or media",Employed for wages,,male,141000.0,,,English,,bachelor's degree,
7327,e86efc49eb79099c32d434eb285304d3,22.0,,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,,male,20000.0,,,Dutch,,"some college credit, no degree",
7328,327f1be7338cb4c3281e5fca55c16934,20.0,,United States of America,finance,Self-employed freelancer,80000.0,male,8000.0,work for a startup,Full-Stack Web Developer,English,,high school diploma or equivalent (GED),71000.0
7329,917d844d6046c7e95bea919502cec541,23.0,,Australia,software development and IT,Employed for wages,,female,50000.0,,,Russian,,bachelor's degree,20000.0
7330,df9c2109537414a97becf4a518c142cf,20.0,,Poland,software development and IT,Employed for wages,,male,7000.0,,,Polish,,high school diploma or equivalent (GED),
7331,4e42bf054a4a8915a68cbecf5b10c8bf,28.0,,United States of America,software development and IT,Employed for wages,,male,120000.0,,,English,,bachelor's degree,
7332,883fa064dc052f6e1f1121c2d4180c9f,28.0,,India,sales,Employed for wages,90000.0,male,7000.0,work for a medium-sized company,  Product Manager,English,,master's degree (non-professional),
7333,bff2a371d119fc5165e62050504ec08d,19.0,,Canada,software development and IT,Employed for wages,,male,40000.0,,,English,,high school diploma or equivalent (GED),
7334,5bf13251df6c7cbe24822683c209fa00,22.0,,United States of America,software development and IT,Employed for wages,,male,28000.0,,,English,,"some college credit, no degree",
7335,b0b1c0ddc5803a9c8cdb148d6380406d,26.0,,United States of America,,Not working but looking for work,90000.0,female,,work for a startup,Full-Stack Web Developer,English,,master's degree (non-professional),2000.0
7336,23b852b9b9db1b28d2a067198f6a6643,27.0,,Brazil,software development and IT,Employed for wages,,male,115000.0,,,Portuguese,,bachelor's degree,
7337,0ae6002c6df54148905c5b263b0dd505,38.0,3.0,United States of America,software development and IT,Employed for wages,,male,71000.0,,,English,married or domestic partnership,bachelor's degree,33000.0
7338,57d754d97a8eaf5529dbada11c0d8dca,23.0,,United States of America,software development and IT,Employed for wages,60000.0,female,8000.0,work for a medium-sized company,Back-End Web Developer,English,,bachelor's degree,
7339,39dc0f25b885730a012959b97244a8fd,23.0,,United States of America,software development and IT,Employed for wages,,male,115000.0,,,English,,bachelor's degree,
7340,512188479054df190cc5269bea499a2a,21.0,,Estonia,,Not working and not looking for work,,male,,work for a medium-sized company,Full-Stack Web Developer,Estonian,,"some college credit, no degree",
7341,a3663b25f882af0195cf2a35254ea40f,23.0,,United Kingdom,,,,male,,start your own business,,Shona,,"some college credit, no degree",60000.0
7342,c048d2580b8b136f5bd840dfbaec1faa,46.0,2.0,Bulgaria,"arts, entertainment, sports, or media",Employed for wages,,male,45000.0,,,Bulgarian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
7343,41255b44dd146c5b52f304d8e9493a73,22.0,,United States of America,software development and IT,Employed for wages,,genderqueer,,start your own business,,English,,"some college credit, no degree",
7344,d4e91436b55acc306d4c56528396f162,18.0,,Ukraine,,Not working and not looking for work,,male,,start your own business,,Ukrainian,,high school diploma or equivalent (GED),
7345,e9cfa9bdf60b684a02aefb1aab556047,24.0,,Romania,software development and IT,Employed for wages,,male,17000.0,,,Romanian,,bachelor's degree,
7346,7829677769cda02cbd6092058aa1fbbf,25.0,,United Kingdom,software development and IT,Employed for wages,,female,28000.0,,,English,married or domestic partnership,bachelor's degree,50000.0
7347,74716eec1c7180f4162a348ba367d65b,28.0,,United States of America,software development and IT,Employed for wages,,female,75000.0,,,Yue (Cantonese) Chinese,,bachelor's degree,
7348,0cd138ac80ecf2674da4ff223e6c7de2,22.0,,United States of America,software development and IT,Employed for wages,,male,100000.0,,,English,,bachelor's degree,
7349,82d584e27f2fa660e67aba031a960b46,22.0,,Canada,,Not working but looking for work,60000.0,male,,work for a medium-sized company,Back-End Web Developer,English,,bachelor's degree,
7350,021211dd6202960869a7ca5bbc8468ae,22.0,,United States of America,transportation,Employed for wages,,male,72000.0,,,English,,bachelor's degree,
7351,f60f91368ecf128c24de41a6759cc2c3,49.0,2.0,Israel,software development and IT,Self-employed freelancer,,male,100000.0,,,French,married or domestic partnership,"some college credit, no degree",
7352,8500d85574d76b40d3a34e41eddd7301,17.0,,India,,,,male,,start your own business,,Hindi,,,
7353,19bee7acebb5e8febe93816ac632752f,23.0,,United States of America,software development and IT,Employed for wages,,male,65000.0,,,English,,bachelor's degree,30000.0
7354,bf7899e5294d1c60055606d83b2f48e1,26.0,,Switzerland,,,80000.0,male,,work for a medium-sized company,  Data Scientist / Data Engineer,German,,bachelor's degree,
7355,8f057eed4633d72c5d72bb6649f0ed4a,30.0,1.0,United States of America,software development and IT,Employed for wages,,male,120000.0,,,English,married or domestic partnership,master's degree (non-professional),
7356,b12af9ada9d9d91ed5b7786ad9744cd9,34.0,1.0,Finland,software development and IT,Employed for wages,,male,25000.0,,,Finnish,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",20000.0
7357,8677388af0344114408610a4c2a99d39,23.0,,India,software development and IT,Employed for wages,,male,,,,,"single, never married",bachelor's degree,
7358,2ab8503e9d51921cca6ac17550ee59e5,29.0,,Switzerland,software development and IT,Employed for wages,,male,80000.0,,,French,,master's degree (non-professional),
7359,d9f607b3b1dd18546e78e994c7a17c00,21.0,,Germany,software development and IT,Employed for wages,,male,60000.0,,,German,,bachelor's degree,
7360,3dfa760a0ec6467afdee89b0a1329a9c,30.0,,United States of America,software development and IT,Employed for wages,,female,15000.0,,,English,,master's degree (non-professional),37000.0
7361,6fcc758a728d10e4a71fe5fe0a4627d1,31.0,2.0,Finland,,Employed for wages,,male,25000.0,,,Finnish,married or domestic partnership,bachelor's degree,
7362,9f8ebc6050111c3d238ff6327b696378,27.0,,United States of America,software development and IT,Employed for wages,,female,90000.0,,,Tagalog,,bachelor's degree,
7363,f5d4f6c7b4167fe96fba00b731a67532,25.0,,Latvia,software development and IT,Employed for wages,,male,25000.0,,,Latvian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
7364,88b133cb10d910b7e24321dc4b51a002,26.0,,United Kingdom,software development and IT,Employed for wages,,male,20000.0,,,English,,bachelor's degree,18000.0
7365,f2df568ad4cf77f26e721df687f8617b,44.0,,United States of America,software development and IT,Employed for wages,120000.0,male,130000.0,work for a medium-sized company,  DevOps / SysAdmin,English,,"professional degree (MBA, MD, JD, etc.)",50000.0
7366,cd6b5ca0b8470d71612e6f93c087a787,20.0,,Vietnam,,,70000.0,male,,work for a medium-sized company,Back-End Web Developer,Vietnamese,,some high school,
7367,738f81ed77a01f878c80ede746b9c5e7,26.0,,Mexico,software development and IT,Employed for wages,,male,,,,Spanish,,,
7368,f47eea977bce22646715791b04896305,42.0,1.0,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,70000.0,male,58000.0,work for a startup,Full-Stack Web Developer,English,"single, never married","some college credit, no degree",
7369,84aab251ccf983502cd98358fcc1c6b8,24.0,,Spain,,Doing an unpaid internship,,male,,,,Spanish,,"professional degree (MBA, MD, JD, etc.)",
7370,60d5174acb20d9faf70cf3e44d9fe3b6,32.0,,France,software development and IT,Employed for wages,,male,35000.0,,,French,,master's degree (non-professional),
7371,8ff8d105c86e391562d5791427fa4f51,25.0,,United Kingdom,software development and IT,Employed for wages,,male,12000.0,,,English,,master's degree (non-professional),50000.0
7372,96f0d038aa09374ed58570f1ac89094f,29.0,,United States of America,software development and IT,Employed for wages,,male,95000.0,,,English,married or domestic partnership,bachelor's degree,30000.0
7373,7bad32151f9085173a83bfc603ca6c7f,18.0,,United Kingdom,transportation,Employed for wages,,male,15000.0,,,English,,,
7374,f44d231330ece673702f42db1181c8a8,38.0,,Sweden,software development and IT,Employed for wages,,male,8000.0,,,Swedish,,high school diploma or equivalent (GED),
7375,757c1ea8c258b07df550238b01ec98ea,26.0,,Egypt,finance,Employed for wages,,male,6081.0,,,Arabic,,bachelor's degree,
7376,5ab6ece7db51fc4c5ce921ddd5f5e126,31.0,1.0,Egypt,construction and extraction,Employed for wages,,male,6000.0,freelance ,,Arabic,married or domestic partnership,bachelor's degree,
7377,7ecac100931c64fe25f94926727a67c7,40.0,2.0,Zambia,,Not working but looking for work,40000.0,female,,work for a multinational corporation,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,56000.0
7378,8a96e28d3932b82c695d2be893658632,23.0,,United States of America,software development and IT,Self-employed freelancer,,male,25000.0,,,English,,high school diploma or equivalent (GED),
7379,f440468e59703248c16f3ec9213448da,22.0,,United Kingdom,software development and IT,Employed for wages,,male,10000.0,,,English,,master's degree (non-professional),25000.0
7380,7b3d0bb7e8c4f3fea1b3b38ea733d7db,21.0,,United States of America,software development and IT,Employed for wages,,male,20000.0,,,English,,"some college credit, no degree",8000.0
7381,f76f6bc62a326294dfd72f1e0f71a636,29.0,,United States of America,software development and IT,Employed for wages,,male,130000.0,,,English,,bachelor's degree,
7382,22c5c63f576ac96edff5693fbdbaed4a,27.0,,France,,Employed for wages,,male,38000.0,,,French,,"professional degree (MBA, MD, JD, etc.)",
7383,992f8a660eab684c275917e37bcc060f,23.0,,Slovakia,software development and IT,Employed for wages,,male,46000.0,,,Slovak,,"some college credit, no degree",
7384,c361f7fc3306ad677e53b7c84456a9c7,20.0,,United States of America,,Doing an unpaid internship,,male,,start your own business,,English,,high school diploma or equivalent (GED),
7385,48008302e778928ae21d6b9d50006a20,28.0,,Latvia,software development and IT,Employed for wages,,male,13500.0,,,Latvian,,"trade, technical, or vocational training",
7386,9130db887c37b038941bea4895212164,20.0,,Israel,,Military,60000.0,male,,work for a startup,  Mobile Developer,Hebrew,,"some college credit, no degree",
7387,04132544c9f081f2d9981c1069ab9224,29.0,,Germany,software development and IT,Employed for wages,,male,62077.0,,,German,,bachelor's degree,
7388,7e82df8c92879b18f1a94295b32de012,27.0,,United States of America,,Not working and not looking for work,151000.0,male,,work for a multinational corporation,  Product Manager,Chinese,,bachelor's degree,31000.0
7389,6f6e016b3462e61fa58ee899a75e551c,25.0,,France,software development and IT,Employed for wages,,male,25367.0,,,French,,master's degree (non-professional),
7390,6300c29ffa121089476ee658e2b4746d,34.0,,South Africa,office and administrative support,Employed for wages,,male,55000.0,,,English,,"some college credit, no degree",
7391,364fb16ea6c9976bb6607656ff3d3f08,22.0,,United States of America,"arts, entertainment, sports, or media",Employed for wages,50000.0,male,11000.0,work for a multinational corporation,Full-Stack Web Developer,English,,"some college credit, no degree",10000.0
7392,df40f558bb65927f6c5e1033389a7254,29.0,,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,,male,56704.0,,,Dutch,,bachelor's degree,
7393,3b2477594af631d610489242ecfdce70,38.0,2.0,Croatia,software development and IT,Self-employed freelancer,,male,10000.0,,,Croatian,married or domestic partnership,bachelor's degree,
7394,7679bdae019e02b1bf4db9cf3786d719,29.0,,Lithuania,,Not working and not looking for work,60000.0,male,,work for a multinational corporation,Back-End Web Developer,Lithuanian,,"some college credit, no degree",
7395,68d5cb806972524fefbf58edf27ee39c,25.0,,Switzerland,software development and IT,Employed for wages,,female,30000.0,,,German,,bachelor's degree,
7396,978e2231195601660618a641d5ff7d1c,21.0,,Russia,software development and IT,Employed for wages,,male,,,,Russian,,high school diploma or equivalent (GED),
7397,ec77f0f3d9023c8f729f67df9374f32b,26.0,,Sweden,software development and IT,Employed for wages,,male,37000.0,,,Swedish,,"some college credit, no degree",
7398,dc8b76e3c9820fc8674329d7a55f2ca5,33.0,,United Kingdom,software development and IT,Employed for wages,,female,43000.0,,,English,,bachelor's degree,8600.0
7399,8d79878354809e784ffefedc85162468,,,Hungary,,Not working and not looking for work,,male,,work for a medium-sized company,Back-End Web Developer,Hungarian,,high school diploma or equivalent (GED),
7400,31fa77d1a7d96474e6edfc83e994d53e,43.0,1.0,Australia,finance,Employed for wages,,male,155000.0,,,English,married or domestic partnership,bachelor's degree,
7401,1cf876191732c58e50b32dd39da1e345,22.0,,Australia,software development and IT,Employed for wages,,male,32000.0,,,English,,bachelor's degree,
7402,c8f278ba8a60322ca7c9bc1ea5ee15b9,18.0,,Pakistan,,Not working but looking for work,,male,,start your own business,,Urdu,,some high school,
7403,0185024e4867ad2ead1434b9a6a93dda,34.0,,Algeria,,Self-employed business owner,,male,10000.0,freelance ,,Romanian,,bachelor's degree,
7404,71815583a3d22eb6cd9d85277409c596,38.0,1.0,Norway,software development and IT,Employed for wages,,male,150000.0,,,Norwegian,married or domestic partnership,bachelor's degree,20000.0
7405,cba972f8cae84c2ebf0afaa8763b265f,26.0,,Belarus,software development and IT,Employed for wages,,male,15000.0,,,Russian,,master's degree (non-professional),
7406,32f9ae20d5c6a788506031d1447ff2e4,27.0,,Thailand,software development and IT,Employed for wages,,male,10300.0,,,Thai,,bachelor's degree,
7407,6f42fa829f98d4618eda583be497e97a,19.0,,United States of America,software development and IT,Employed for wages,,male,,,,English,,bachelor's degree,
7408,1a7c38eb1c025442712d475406716bff,27.0,,Romania,,Not working but looking for work,6000.0,female,,work for a multinational corporation,  Front-End Web Developer,Romanian,,bachelor's degree,
7409,a3d95dd1e93722794f768cbef5f450be,32.0,2.0,United States of America,software development and IT,Employed for wages,,male,87000.0,,,English,married or domestic partnership,"some college credit, no degree",32000.0
7410,f721a1f01ee47247b016eb9f9835d6c2,26.0,,Australia,software development and IT,Employed for wages,,male,60000.0,,,English,,bachelor's degree,20000.0
7411,578788a6abbed443e8ef04e43f45cbf9,24.0,,United Kingdom,software development and IT,Employed for wages,,male,30000.0,,,English,,bachelor's degree,55000.0
7412,6bf677fed76f05106a5bf866c8c73365,50.0,,Australia,"arts, entertainment, sports, or media",Employed for wages,45000.0,male,50000.0,work for a medium-sized company,Full-Stack Web Developer,English,,"some college credit, no degree",25000.0
7413,ad6378acbe02399d2654e673d835dd52,29.0,,United Kingdom,,Self-employed business owner,,male,,freelance ,,English,,"some college credit, no degree",
7414,51f9783cbd33c752b329282b2dd24b2b,32.0,1.0,Sweden,software development and IT,Employed for wages,,male,48000.0,,,Swedish,"single, never married",bachelor's degree,47000.0
7415,10a8a300c61c11fe49bb59b2b54c09cd,30.0,,United Kingdom,software development and IT,Employed for wages,,male,25000.0,,,English,,bachelor's degree,40000.0
7416,9ad12c624b126accb0bc1a2d63f8b48e,20.0,,Germany,,A stay-at-home parent or homemaker,,male,,start your own business,,German,,,
7417,10088d6bfa2708a7d8c853a057497b2c,26.0,,New Zealand,,Not working but looking for work,55000.0,female,,work for a multinational corporation,Full-Stack Web Developer,English,,bachelor's degree,52000.0
7418,a13b94a55cb78443d8008e51eea87082,23.0,,Albania,,Not working but looking for work,25000.0,male,,work for a medium-sized company,Full-Stack Web Developer,Albanian,,bachelor's degree,
7419,d0ce429f435437996c023aaae2461185,24.0,,Italy,,Doing an unpaid internship,,male,,start your own business,,Italian,,high school diploma or equivalent (GED),
7420,ef9728ad83efce6cea59d1002833668b,23.0,,Russia,software development and IT,Employed for wages,,male,,,,Russian,married or domestic partnership,master's degree (non-professional),
7421,51a0a564ab4646be5155ddf38f278e31,22.0,,Ireland,,Not working but looking for work,43000.0,male,,work for a medium-sized company,Back-End Web Developer,English,,bachelor's degree,
7422,2ec29a03052ee8c4e80e3c3404b1b070,25.0,,Germany,software development and IT,Employed for wages,,male,30000.0,,,German,,"trade, technical, or vocational training",
7423,20e5b2c3d245f0b3fa2b44e51cc3d122,29.0,,Portugal,software development and IT,Employed for wages,,male,12000.0,,,Portuguese,,master's degree (non-professional),
7424,f496cde43f3bd7e3d629293b89b6f487,24.0,,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,,male,50000.0,,,Dutch,,master's degree (non-professional),
7425,87bdeff54303971fdf6480c58b0c7778,26.0,,United States of America,education,Employed for wages,,female,30000.0,freelance ,,English,,bachelor's degree,12000.0
7426,54b21b7075c2d1873301da4e24ae91b4,46.0,3.0,Portugal,software development and IT,Employed for wages,,male,100000.0,,,Portuguese,married or domestic partnership,master's degree (non-professional),
7427,410b7fb8d3a39bc5d7c5624cf375464b,21.0,,Romania,,Not working but looking for work,,male,,work for a medium-sized company,Full-Stack Web Developer,Romanian,,bachelor's degree,
7428,862bc5b602e789213428f99ccbe98436,43.0,2.0,United States of America,software development and IT,Employed for wages,,male,75000.0,,,English,married or domestic partnership,high school diploma or equivalent (GED),12000.0
7429,2efc40374b9b197e322e7c540d5fae92,23.0,,United Kingdom,software development and IT,Employed for wages,,female,20000.0,,,English,,bachelor's degree,20000.0
7430,ea1bf48d5cebf44713d1ac921af256c2,22.0,,United States of America,software development and IT,Employed for wages,,male,,,,English,,bachelor's degree,30000.0
7431,90026cde3ee1f34010a9346938a695c5,27.0,,United States of America,health care,Employed for wages,55000.0,male,20500.0,work for a multinational corporation,Full-Stack Web Developer,English,,master's degree (non-professional),
7432,295fb3c4c28def4b509936aa370b6ef6,29.0,,Germany,,Employed for wages,,male,17000.0,,,German,,"some college credit, no degree",15000.0
7433,51ef2f5951c693a837da49d1848ef473,26.0,,Germany,,Not working but looking for work,,male,,start your own business,,Arabic,married or domestic partnership,high school diploma or equivalent (GED),
7434,dc31d9ad44310b98e66f3f55fbc05763,27.0,,United States of America,,Employed for wages,,male,72000.0,,,English,,bachelor's degree,
7435,38d62ae8a1fdcc670b32d476c33f8dec,32.0,1.0,United States of America,software development and IT,Employed for wages,,male,106000.0,,,English,married or domestic partnership,bachelor's degree,
7436,075ba2e8d47f4fbb1365e75f816ef583,40.0,3.0,Brazil,software development and IT,Employed for wages,,male,38000.0,,,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
7437,daddb2f4e0fac54095aafdda04d54c50,50.0,2.0,United States of America,software development and IT,Employed for wages,,male,120000.0,,,English,married or domestic partnership,bachelor's degree,
7438,c1086e46bac097595e457b8bd0888f2c,20.0,,Russia,software development and IT,Employed for wages,,male,,,,Russian,,some high school,
7439,67555b5da71ce875c786a5452c4088f7,34.0,,Canada,software development and IT,Employed for wages,,male,60000.0,,,English,,bachelor's degree,
7440,7217dab9df687231854db785f963c414,23.0,,United Kingdom,software development and IT,Employed for wages,,male,43125.0,,,English,,master's degree (non-professional),
7441,c9f87a20fd7a870e33119b46e54679ac,29.0,,United States of America,finance,Employed for wages,,male,100000.0,,,English,married or domestic partnership,"some college credit, no degree",24000.0
7442,495ddfefe6820ddcb7543a9d08082f54,27.0,,United Kingdom,software development and IT,Employed for wages,,male,30000.0,,,English,,master's degree (non-professional),
7443,2e6d2bdbc1a83a205c962145263a9a14,21.0,,Germany,software development and IT,Employed for wages,,male,36000.0,,,English,,bachelor's degree,
7444,e89eb13dd91049c95fd37664a7d736e5,36.0,2.0,Serbia,software development and IT,Employed for wages,,male,8500.0,,,Serbian,married or domestic partnership,bachelor's degree,
7445,4788e65412ffd30c63b9fb6664bf9818,26.0,,India,architecture or physical engineering,Employed for wages,,male,7000.0,,,English,married or domestic partnership,bachelor's degree,
7446,cf8ecd59d787da8d5aded5bc2df5ebe8,41.0,,United States of America,health care,Employed for wages,,male,86000.0,,,English,,"some college credit, no degree",
7447,976788da3f46e67fd683830ae7fdc233,25.0,1.0,Finland,software development and IT,Employed for wages,,male,41000.0,,,Finnish,married or domestic partnership,bachelor's degree,2000.0
7448,e95b07e5203a089d467568dfa6e4a56f,25.0,1.0,Philippines,"arts, entertainment, sports, or media",Employed for wages,,female,129756.0,freelance ,,Tagalog,married or domestic partnership,bachelor's degree,
7449,72a9bf3ae19967804da039ec2eb93ac4,23.0,,United States of America,finance,Employed for wages,,male,55000.0,,,English,,bachelor's degree,
7450,5595c4519aee8384c3b5a654eb8d1813,21.0,,United States of America,transportation,Employed for wages,,male,35000.0,,,English,,"some college credit, no degree",8000.0
7451,9dfcb3a53b80c997c07566bed2f781c4,23.0,,France,software development and IT,Employed for wages,,male,,work for a startup,  Front-End Web Developer,French,,"professional degree (MBA, MD, JD, etc.)",
7452,2f77d70a6ca61fd6b30fd72de6aee971,42.0,,United States of America,software development and IT,Employed for wages,,male,76000.0,,,English,,bachelor's degree,
7453,4cea5fa5b5370db6090e42d1d58cc9ab,19.0,,Hong Kong,,,,male,,,,Chinese,,"some college credit, no degree",
7454,354a4d5c752aebac23faaf38bff4077d,21.0,,India,,Doing an unpaid internship,,male,,,,English,,bachelor's degree,
7455,d2a14b894e6f7e76d94578047eeb79a5,25.0,,United Kingdom,software development and IT,Employed for wages,,male,40000.0,,,English,,bachelor's degree,30000.0
7456,ed50904e88d911b8b0ba70009f4059b6,25.0,,Brazil,software development and IT,Employed for wages,,male,15000.0,,,Portuguese,,bachelor's degree,
7457,96a150150a81149d34d4477af08f5133,25.0,,Bosnia & Herzegovina,software development and IT,Employed for wages,,male,7000.0,,,Bosnian,,high school diploma or equivalent (GED),
7458,dd7ce7b4366d69cff0b2694b5a210e87,30.0,,United States of America,health care,Employed for wages,65000.0,female,50000.0,work for a medium-sized company,Full-Stack Web Developer,English,,Ph.D.,7500.0
7459,208db419ba3fa0c93f47cda1693d15d9,26.0,,Brazil,,Not working but looking for work,15000.0,male,,work for a multinational corporation,Full-Stack Web Developer,Portuguese,,"some college credit, no degree",
7460,e50371a557086ece1e4712ae7228cac1,24.0,,Spain,architecture or physical engineering,Employed for wages,70000.0,male,50000.0,work for a multinational corporation,Full-Stack Web Developer,Spanish,"single, never married",bachelor's degree,
7461,936d4b047c96c0c41d89ad473b82f568,23.0,,Australia,software development and IT,Employed for wages,,male,56000.0,,,English,married or domestic partnership,bachelor's degree,
7462,d9f0acce3965e22cdd1deb0667941b00,24.0,,Poland,software development and IT,Employed for wages,,female,6000.0,,,Polish,,"professional degree (MBA, MD, JD, etc.)",
7463,f81f34561a719c20e8793958f9b79777,25.0,,Mexico,software development and IT,Employed for wages,,male,6000.0,,,Spanish,,"some college credit, no degree",
7464,027130588641e25eb8f656d801fe7bef,23.0,,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,,trans,35000.0,,,Dutch,,high school diploma or equivalent (GED),6000.0
7465,574eccc790e4649e3f4b3f13d4aae028,46.0,2.0,United States of America,software development and IT,Employed for wages,,male,95000.0,,,Russian,divorced,"some college credit, no degree",
7466,2844247459d882d598c1682eea637ff8,28.0,,United States of America,software development and IT,Employed for wages,,male,30000.0,,,English,married or domestic partnership,bachelor's degree,
7467,32fa6e7ac51f6ba25217760c7d63103a,31.0,,United States of America,software development and IT,Employed for wages,,male,35000.0,,,English,,bachelor's degree,
7468,ebb1c43be6c0cdf4366f9e1cda84933f,25.0,,South Africa,software development and IT,Employed for wages,,male,,,,Afrikaans,,bachelor's degree,
7469,c21122fefe55eaf84690833abb341260,38.0,4.0,Malaysia,software development and IT,Employed for wages,,male,15000.0,,,English,married or domestic partnership,bachelor's degree,13000.0
7470,f247492241aa35ed049c455b2f422212,23.0,,United States of America,finance,Employed for wages,,male,85000.0,,,English,,bachelor's degree,20000.0
7471,33642a095eab69e219dc2ebe2afb978f,31.0,,Philippines,,Not working but looking for work,,male,,,,English,,bachelor's degree,
7472,0770843627488bfe07bdf8eff0cc4e20,25.0,,United States of America,software development and IT,Employed for wages,,male,17000.0,,,English,,master's degree (non-professional),
7473,798addf501b3d046bf37385dc9d98665,22.0,,Portugal,,,13000.0,male,,work for a medium-sized company,  Mobile Developer,Portuguese,,master's degree (non-professional),
7474,ffe017496547b0b4b437c073bcc1e8f3,26.0,,Australia,software development and IT,Employed for wages,,male,,,,English,,bachelor's degree,
7475,9e1c1c1709aa626662ba644ed9e07611,26.0,,United States of America,software development and IT,Employed for wages,,male,103000.0,,,English,,bachelor's degree,
7476,c4fc79b021bc812eaef79ba0719c88c4,33.0,2.0,United States of America,software development and IT,Employed for wages,,male,65000.0,,,Spanish,married or domestic partnership,bachelor's degree,
7477,d9d32b67215bbf53baa71e63973506d3,45.0,3.0,United States of America,software development and IT,Employed for wages,,male,110000.0,,,English,married or domestic partnership,"trade, technical, or vocational training",
7478,f21b2b1385f859ceb85f69a1bd375e0c,51.0,,United States of America,,Employed for wages,,female,180000.0,,,English,,"professional degree (MBA, MD, JD, etc.)",
7479,88fa717ce224c2ce79a83e102b9573ce,20.0,,Bulgaria,,Unable to work,,male,,freelance ,,Bulgarian,,bachelor's degree,
7480,24f70a969bb1c2c300f0ed06a7e243d9,23.0,,United States of America,software development and IT,Employed for wages,,male,46000.0,,,English,"single, never married",bachelor's degree,30000.0
7481,0fc94812c91456b3cf24b7d4d55dfcbb,58.0,,United States of America,software development and IT,Employed for wages,70000.0,female,42000.0,work for a startup,Full-Stack Web Developer,English,,bachelor's degree,53000.0
7482,63e7d5a66d18c6bb4aff0c4b020100cf,27.0,,United States of America,software development and IT,Employed for wages,,female,52745.0,,,English,,bachelor's degree,72000.0
7483,bd6841d3cd3e45ba82f42da982207bb0,25.0,,Argentina,software development and IT,Employed for wages,,female,30000.0,,,Spanish,married or domestic partnership,bachelor's degree,
7484,01c3ee98bb0eafd005f4585492117072,23.0,,United States of America,,Employed for wages,,female,23000.0,,,English,,bachelor's degree,16000.0
7485,d6930546c9fabe34a5b6e596f44a39ea,51.0,,United States of America,software development and IT,Self-employed freelancer,,female,20000.0,,,English,,bachelor's degree,
7486,f3d98d3671b5489cf0685defa71bef80,31.0,,United States of America,software development and IT,Employed for wages,,female,56000.0,,,English,,bachelor's degree,
7487,b570060785ec83f69172cdf12db6ea01,36.0,1.0,Portugal,"arts, entertainment, sports, or media",Self-employed freelancer,17000.0,male,12000.0,work for a medium-sized company,Full-Stack Web Developer,Portuguese,married or domestic partnership,"trade, technical, or vocational training",
7488,a0681e8cfad9d2819a9362c8c49a64d5,23.0,,United Kingdom,software development and IT,Employed for wages,,female,,,,English,,bachelor's degree,
7489,e5f9b1fc1cad9d7b50462068eb74a40c,27.0,2.0,United States of America,,Employed for wages,,male,60000.0,start your own business,,English,married or domestic partnership,bachelor's degree,
