mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
7,2,6,OO,5548,SFO,329,18.30,93,35
1,1,5,OO,5525,SMF,86,14.23,45,-13
4,27,2,WN,3082,TUS,1440,7.25,200,0
2,20,4,OH,5269,LGA,292,19.00,100,165
5,16,1,UA,1163,SFO,337,13.78,89,48
5,27,5,B6,739,JFK,1617,23.98,234,7
5,19,4,AA,705,LGA,1389,7.00,205,55
3,4,5,OO,5738,SFO,462,21.75,118,4
7,9,6,AA,1972,ORD,647,16.42,115,28
4,23,5,AA,2057,ORD,2072,8.00,275,6
8,30,2,B6,377,LGA,1076,13.08,175,35
1,3,0,AA,1417,ORD,1515,14.50,240,88
11,16,2,WN,3033,SJC,417,14.33,75,28
0,9,3,HA,30,OGG,2640,15.83,325,-47
11,25,4,WN,3965,SMF,480,21.33,85,30
6,14,1,OO,5445,SFO,191,14.25,70,21
4,1,4,AA,1551,LGA,764,19.75,145,38
11,22,1,OO,6371,ORD,1013,10.58,180,35
8,29,1,WN,332,SFO,414,12.00,100,40
4,26,1,UA,610,ORD,612,11.00,105,-9
3,2,3,OH,5659,JFK,425,16.17,135,19
11,27,6,OO,6001,ORD,416,14.88,95,91
6,19,6,UA,428,ORD,316,13.13,81,NA
0,22,2,UA,514,ORD,865,18.32,142,192
7,7,4,AA,1403,ORD,585,15.42,110,-14
11,3,3,WN,1489,SMF,389,14.50,75,-9
2,23,0,OO,6412,SFO,451,22.42,93,20
3,9,3,US,178,SFO,414,8.92,91,-10
10,11,2,UA,685,LGA,733,15.08,162,2
2,4,2,OH,5103,JFK,267,9.33,96,-36
9,29,3,WN,938,SMF,404,19.25,85,-2
3,1,2,UA,692,ORD,733,20.75,131,41
11,6,6,OO,5551,SFO,86,7.45,45,NA
1,23,6,AA,2328,ORD,612,11.08,105,-13
4,22,4,OO,5704,SJC,234,19.92,67,19
8,24,3,US,52,JFK,2248,17.98,344,55
1,22,5,UA,722,ORD,589,17.83,111,16
4,27,2,UA,695,LGA,733,19.98,160,216
4,18,0,OO,6036,ORD,738,18.00,131,-21
1,12,2,AA,366,ORD,733,14.33,130,NA
6,18,5,B6,159,JFK,1626,12.50,250,25
2,2,0,OH,5251,LGA,544,14.75,134,-4
3,9,3,AA,1561,ORD,1846,18.58,275,108
6,6,0,UA,395,ORD,1723,17.87,250,-2
0,29,2,AA,1704,ORD,719,9.25,120,NA
10,2,0,WN,1255,SMF,605,13.33,115,-9
7,18,1,UA,274,SFO,1482,10.75,213,-12
9,12,0,AA,437,ORD,334,13.00,90,-11
5,16,1,OO,5790,SFO,153,16.78,58,50
4,1,4,UA,1476,SFO,414,6.00,90,-9
4,29,4,AA,1194,SJC,1829,13.17,260,-2
1,8,5,UA,664,ORD,137,18.40,52,42
11,15,1,UA,907,ORD,1846,17.58,289,58
11,8,1,UA,676,ORD,733,9.98,142,45
3,5,6,WN,2689,SMF,605,9.00,105,10
7,16,6,UA,332,SMF,1781,13.37,238,1
3,2,3,UA,299,SFO,326,9.00,70,-7
2,23,0,HA,160,OGG,84,14.65,31,-8
10,4,2,OH,6419,LGA,431,9.00,131,-11
7,29,5,US,2140,LGA,185,19.00,74,18
5,29,0,OO,5819,ORD,466,8.28,99,-7
11,19,5,WN,1483,SMF,389,19.92,75,25
1,13,3,WN,381,SMF,358,8.75,70,-7
5,13,5,B6,68,JFK,209,9.83,83,19
9,20,1,UA,1135,TUS,639,14.10,112,22
4,14,3,UA,245,ORD,888,9.00,159,41
3,15,2,OO,5409,SJC,308,13.98,98,-11
6,22,2,OH,5203,JFK,1522,17.48,269,252
11,2,2,UA,148,ORD,678,15.65,130,73
7,25,1,UA,1163,SFO,337,13.85,89,35
5,5,4,B6,1075,JFK,288,14.98,91,1
4,19,1,UA,896,ORD,606,16.77,119,3
4,5,1,UA,506,SFO,679,20.73,116,-1
3,3,4,AA,580,ORD,612,20.25,104,22
8,29,1,UA,931,SFO,337,19.20,92,-6
4,20,2,OO,5830,ORD,760,19.67,120,0
4,27,2,OH,5570,LGA,461,19.52,122,257
2,3,1,AA,1757,LGA,887,12.92,170,NA
4,9,5,UA,544,SFO,550,16.42,99,42
1,22,5,OO,6509,TUS,451,8.00,96,3
4,19,1,AA,33,JFK,2475,7.75,360,3
4,6,2,OO,5554,SFO,262,15.52,81,NA
1,25,1,AA,1807,ORD,606,18.58,115,NA
4,24,6,US,660,ORD,1440,14.08,225,3
8,19,5,UA,1137,SFO,337,17.38,92,-19
4,11,0,OO,5567,SFO,158,15.75,58,36
6,14,1,AA,337,LGA,733,14.98,160,52
8,9,2,US,1483,SFO,2254,13.75,276,NA
8,25,4,UA,734,ORD,412,14.15,80,35
10,5,3,UA,674,ORD,733,9.07,131,-10
1,3,0,B6,112,JFK,301,22.92,83,-9
0,5,6,WN,3764,SMF,389,14.50,75,84
5,11,3,UA,305,ORD,1745,14.35,261,16
1,2,6,UA,331,ORD,1721,9.75,274,23
6,2,3,AA,133,JFK,2475,15.92,350,18
3,21,1,WN,732,SMF,480,6.00,85,1
0,11,5,UA,684,ORD,733,14.00,137,133
11,2,2,AA,1284,ORD,177,15.33,60,17
5,2,1,UA,654,ORD,719,15.75,157,7
1,2,6,B6,72,JFK,209,16.25,70,76
2,12,3,B6,79,JFK,944,21.67,172,49
10,3,1,OO,6623,SFO,326,14.95,72,178
2,16,0,OH,5545,JFK,589,13.42,139,86
11,15,1,WN,2795,SFO,337,14.83,80,NA
4,24,6,OO,5480,SFO,250,16.20,81,22
5,27,5,B6,36,JFK,264,21.00,99,117
10,29,6,UA,1497,ORD,837,9.72,144,30
7,1,5,US,1627,LGA,544,17.08,126,25
0,31,4,UA,770,SFO,967,13.42,145,64
9,25,6,UA,139,ORD,1846,9.92,279,-16
0,20,0,OO,6292,SFO,192,18.53,58,14
7,24,0,OH,5307,JFK,340,12.92,101,24
6,11,5,WN,248,TUS,365,18.42,75,-5
4,8,4,UA,1142,ORD,473,13.63,92,-8
2,3,1,AA,1957,SFO,337,21.42,80,89
8,29,1,AA,1318,ORD,1005,19.00,150,81
7,24,0,OH,5469,JFK,740,16.75,180,98
3,3,4,OH,5592,JFK,187,19.00,120,125
5,27,5,UA,486,ORD,412,9.15,86,-5
6,20,0,WN,3419,SFO,414,14.25,90,79
4,23,5,UA,1498,ORD,1182,8.48,181,18
5,25,3,B6,1107,JFK,426,17.25,124,-16
9,18,6,AA,2329,ORD,802,13.42,145,-13
1,4,1,OO,5557,SFO,77,9.17,43,6
5,30,1,UA,265,ORD,1249,9.85,200,56
6,10,4,OH,5345,JFK,288,9.25,106,-21
8,25,4,UA,788,SFO,447,15.38,90,NA
10,9,0,AA,1223,ORD,1721,18.67,270,12
6,19,6,AA,1438,TUS,1437,12.00,210,59
11,21,0,UA,1179,SFO,337,12.02,98,24
10,5,3,AA,731,LGA,1389,10.98,260,-33
7,25,1,WN,930,SMF,647,6.08,110,-10
11,2,2,B6,803,JFK,1069,6.17,183,69
7,6,3,AA,1323,JFK,740,8.00,155,-4
9,8,3,AA,1048,ORD,1197,8.50,175,19
1,7,4,UA,174,ORD,642,18.62,114,63
1,26,2,UA,802,SJC,948,6.50,161,18
7,6,3,UA,508,ORD,763,18.75,125,41
5,20,5,B6,31,JFK,944,10.92,163,-6
1,7,4,B6,195,JFK,2248,18.50,373,-10
0,31,4,WN,1223,SMF,1790,12.75,235,-3
0,2,3,B6,47,JFK,1069,19.83,205,33
3,11,5,AA,2090,SFO,1464,11.25,210,NA
7,15,5,UA,530,ORD,334,7.58,86,-6
11,25,4,UA,664,ORD,137,19.00,56,-8
9,20,1,UA,685,LGA,733,14.98,158,31
5,12,4,UA,508,ORD,763,18.67,125,37
8,9,2,AA,1371,ORD,1846,16.33,275,-11
1,9,6,UA,1159,ORD,783,20.92,122,-9
0,17,4,UA,180,SFO,2704,22.33,329,59
10,14,5,OH,6691,LGA,461,17.75,122,-4
11,22,1,OO,5871,ORD,911,17.75,156,150
5,21,6,US,1881,ORD,599,17.75,116,27
4,27,2,UA,365,ORD,1726,10.23,261,13
8,28,0,AA,780,ORD,1197,6.00,175,39
10,23,0,UA,1528,ORD,1197,19.33,187,-4
3,19,6,B6,931,ORD,1735,8.00,268,6
11,14,0,B6,1107,JFK,426,17.75,127,20
10,19,3,OO,5985,ORD,323,18.97,77,-25
6,11,5,UA,548,SFO,599,13.00,118,22
2,10,1,AA,699,JFK,1597,9.58,235,4
5,18,3,OO,6510,SMF,373,18.37,91,-1
3,20,0,UA,350,ORD,642,13.17,116,16
11,29,1,AA,1358,ORD,867,21.58,125,-19
0,7,1,AA,2313,ORD,802,9.33,150,26
5,4,3,UA,522,SFO,550,23.05,99,31
6,31,4,AA,1014,ORD,258,21.50,60,74
10,8,6,AA,1575,JFK,1391,17.58,260,14
10,10,1,UA,1675,ORD,843,19.40,131,-6
2,17,1,AA,2293,ORD,978,17.75,165,45
9,14,2,UA,102,SFO,1846,11.82,256,-17
11,1,1,AA,1462,ORD,719,8.33,125,53
10,7,5,AA,18,SFO,2586,22.92,320,83
5,28,6,UA,884,ORD,678,17.98,137,57
11,18,4,OO,5946,ORD,588,15.67,118,38
4,26,1,UA,502,ORD,837,20.00,143,17
8,9,2,AA,496,ORD,612,6.42,100,16
2,20,4,WN,812,SJC,342,9.17,75,-3
8,23,2,OH,6464,JFK,184,16.17,90,2
10,17,1,UA,253,ORD,888,18.95,157,-18
2,13,4,OO,5479,SFO,238,12.42,75,115
3,7,1,AA,471,ORD,1846,10.08,280,28
5,29,0,US,52,JFK,2248,20.48,351,253
3,4,5,OO,5482,SFO,199,12.92,65,75
2,23,0,B6,27,JFK,1028,13.67,173,24
6,23,3,UA,856,SFO,967,11.12,153,104
3,13,0,OO,6027,ORD,286,13.17,78,27
10,19,3,OO,5836,ORD,157,8.18,51,-5
2,27,4,UA,454,ORD,606,10.68,117,109
11,23,2,US,2177,LGA,214,14.00,74,NA
3,9,3,UA,337,ORD,334,8.17,83,18
6,31,4,UA,145,ORD,1846,12.63,264,72
11,12,5,WN,2220,SJC,308,15.67,75,16
0,14,1,UA,536,SJC,1829,6.33,250,-4
5,10,2,HA,30,OGG,2640,14.50,320,18
4,17,6,WN,3838,SJC,386,16.58,85,6
11,23,2,AA,731,LGA,1389,11.00,260,15
9,23,4,WN,1999,SFO,967,17.58,145,-20
7,18,1,AA,876,ORD,867,6.92,135,-8
10,20,4,OO,6356,SFO,599,21.07,102,52
9,12,0,AA,613,JFK,1090,19.00,205,150
3,6,0,WN,2126,SFO,651,12.42,120,18
2,3,1,AA,1199,ORD,978,8.25,165,32
0,1,2,OO,6025,ORD,157,13.62,57,NA
11,19,5,B6,4,JFK,301,9.58,94,NA
10,26,3,AA,810,ORD,612,13.17,105,-5
5,9,1,B6,95,JFK,2576,18.08,391,18
8,12,5,UA,355,ORD,1721,12.17,263,18
1,18,1,UA,534,ORD,867,13.17,132,59
4,29,4,OO,6226,ORD,584,14.53,104,6
2,28,5,AA,1613,ORD,1846,13.00,285,115
2,17,1,US,2183,LGA,214,17.00,82,-25
4,20,2,OH,5637,JFK,508,16.12,141,-3
9,27,1,UA,266,ORD,240,18.85,69,113
1,22,5,UA,385,ORD,334,15.08,85,30
6,25,5,OO,5480,SFO,250,16.78,80,12
6,27,0,OO,6387,SFO,421,22.33,84,129
11,13,6,OO,5423,SFO,329,14.42,97,53
4,27,2,OO,6380,SFO,522,10.58,93,-7
11,8,1,OO,5946,ORD,588,15.52,118,-14
1,25,1,OO,5869,ORD,130,10.20,56,NA
1,8,5,AA,337,LGA,733,15.67,165,NA
6,10,4,OO,5945,SFO,326,16.50,72,-9
1,22,5,WN,3050,SFO,414,11.58,85,45
7,18,1,WN,3573,TUS,451,15.33,90,10
4,30,5,WN,720,SMF,404,11.08,85,3
4,12,1,UA,59,SFO,2367,8.92,323,117
11,22,1,UA,448,SMF,910,14.15,134,170
4,19,1,UA,117,ORD,1721,20.17,260,9
10,18,2,AA,85,JFK,2586,14.92,390,-51
7,1,5,AA,1545,ORD,978,12.25,150,67
7,4,1,OH,5659,JFK,425,12.92,104,28
2,11,2,OO,5724,SFO,78,16.18,42,-4
4,23,5,UA,29,JFK,2475,18.83,389,37
6,13,0,B6,393,LGA,950,7.50,158,-28
8,14,0,OO,5815,ORD,196,17.82,61,53
8,20,6,AA,759,LGA,1389,15.17,240,-17
11,20,6,UA,1560,ORD,1012,9.42,159,31
8,25,4,OH,6673,JFK,213,12.42,87,33
0,23,3,OO,5915,ORD,139,9.92,57,-6
11,5,5,B6,1012,JFK,187,16.58,90,-28
0,30,3,UA,807,SFO,337,20.00,92,-1
7,20,3,OH,5467,LGA,478,15.95,125,-7
10,14,5,B6,821,JFK,944,7.17,175,15
8,22,1,WN,760,SMF,404,6.75,90,-12
2,12,3,OO,6760,ORD,286,10.80,76,-15
11,20,6,UA,730,ORD,622,19.50,112,41
11,14,0,B6,703,JFK,1597,15.25,239,39
5,1,0,UA,248,ORD,235,19.25,79,30
4,7,3,UA,691,LGA,733,18.00,162,146
1,27,3,US,1237,ORD,599,16.08,117,17
4,16,5,UA,542,ORD,867,19.50,140,30
3,3,4,OO,6215,ORD,654,19.83,111,120
8,22,1,WN,66,SMF,479,14.42,85,78
3,5,6,AA,1184,ORD,719,12.00,130,-8
5,20,5,UA,892,SFO,2586,10.17,354,46
8,21,0,AA,1479,ORD,334,16.50,90,33
2,9,0,UA,1178,SMF,910,7.12,145,-4
2,8,6,UA,1240,SMF,910,10.60,139,1
6,22,2,B6,83,JFK,2421,20.58,380,83
10,22,6,B6,916,ORD,740,16.08,147,41
2,16,0,WN,1061,SJC,417,15.75,75,96
5,24,2,US,2144,LGA,185,21.00,72,49
8,16,2,US,183,SMF,647,6.00,114,-17
0,4,5,OO,5737,SFO,153,11.08,57,NA
1,26,2,AA,543,LGA,1011,19.25,180,68
5,26,4,UA,269,ORD,403,21.17,86,52
5,13,5,AA,1802,SMF,1431,8.00,197,17
10,21,5,B6,619,JFK,829,20.98,171,-23
11,27,6,AA,782,ORD,1012,18.83,160,88
9,8,3,OO,5978,ORD,978,20.08,159,-7
8,8,1,AA,354,ORD,733,16.92,140,NA
5,6,5,UA,1673,ORD,1186,9.75,194,-8
0,27,0,AA,350,ORD,733,18.25,130,0
5,25,3,AA,2355,ORD,802,20.08,135,76
1,10,0,WN,212,SJC,333,17.75,70,-2
2,16,0,OH,5203,JFK,1522,19.50,251,NA
1,6,3,OO,5950,ORD,235,10.97,76,NA
8,25,4,UA,692,ORD,733,20.40,125,100
0,15,2,WN,1575,SJC,308,21.83,70,-11
10,21,5,UA,1597,ORD,1515,17.82,246,71
2,9,0,UA,685,ORD,334,18.33,92,123
1,8,5,AA,1098,ORD,606,14.50,115,50
5,22,0,OO,5806,ORD,607,19.58,110,63
6,11,5,AA,1612,SFO,1846,9.58,245,-13
3,8,2,WN,1315,SJC,188,20.67,55,-6
11,22,1,AA,647,JFK,1090,11.33,200,43
3,6,0,UA,1220,SJC,948,6.83,164,-15
5,15,0,B6,29,JFK,1005,20.50,190,132
2,8,6,US,31,OGG,2845,22.67,340,1
4,9,5,B6,165,JFK,2454,19.58,379,29
7,3,0,UA,180,SFO,2704,23.33,331,81
2,1,6,B6,937,ORD,1735,17.58,265,-19
10,23,0,OO,4484,SFO,599,6.17,113,-3
10,26,3,OO,6412,SFO,451,22.40,97,2
4,16,5,UA,332,ORD,235,21.08,70,-6
11,24,3,UA,11,JFK,2586,11.42,397,53
6,12,6,UA,600,ORD,612,6.08,106,21
3,12,6,AA,1169,ORD,1041,14.08,175,-2
11,3,3,WN,2475,SJC,308,16.83,75,1
10,10,1,OH,6663,JFK,740,20.50,175,53
1,20,3,UA,877,JFK,2586,7.25,396,26
3,10,4,AA,1931,SFO,337,14.75,85,68
7,4,1,UA,269,ORD,403,21.07,86,NA
3,13,0,OH,5032,ORD,264,19.27,74,28
0,15,2,OH,5511,LGA,823,21.00,169,3
2,17,1,AA,1521,ORD,1437,19.50,230,29
6,11,5,UA,466,SFO,967,16.08,155,29
0,10,4,AA,782,ORD,1012,19.83,160,18
0,6,0,OO,5939,ORD,160,21.50,57,NA
11,10,3,AA,779,ORD,1723,11.50,265,-26
4,29,4,UA,515,ORD,1781,20.33,269,22
0,9,3,UA,1568,ORD,1012,19.20,156,66
3,11,5,OO,5826,ORD,67,10.58,43,22
7,2,6,UA,34,SFO,2586,22.32,340,-14
10,29,6,OH,6939,JFK,228,15.08,93,-28
11,16,2,UA,65,JFK,2475,17.83,387,35
10,26,3,B6,1065,JFK,1522,13.00,259,-25
0,24,4,UA,8,SFO,2586,9.42,324,30
5,29,0,UA,398,ORD,783,10.72,126,60
1,21,4,AA,2200,SMF,1431,6.00,195,15
7,11,1,UA,222,SFO,2419,9.08,319,0
11,7,0,OO,5738,SFO,462,21.50,116,101
5,16,1,OO,6585,ORD,213,14.83,61,68
2,11,2,UA,602,ORD,612,7.00,105,-7
7,24,0,OH,5621,JFK,184,20.00,102,19
1,12,2,UA,432,ORD,599,13.67,108,38
0,16,3,AA,2341,ORD,802,16.50,155,NA
4,22,4,UA,982,ORD,589,17.83,118,30
4,27,2,UA,1597,ORD,1515,18.33,235,23
5,6,5,US,2124,LGA,185,11.00,83,32
8,25,4,US,659,SFO,2521,22.00,322,-19
2,14,5,OO,6083,ORD,466,17.25,102,43
7,7,4,UA,496,ORD,296,14.12,72,76
10,13,4,AA,1869,ORD,258,21.00,70,13
3,2,3,UA,330,ORD,678,19.67,128,-26
7,4,1,AA,1502,ORD,1012,6.92,145,101
1,16,6,AA,2269,ORD,1007,11.00,170,36
11,27,6,OH,6786,JFK,740,20.42,184,NA
8,11,4,OO,6244,SFO,329,22.23,77,5
2,30,0,OH,5357,LGA,604,21.25,152,78
0,13,0,B6,1604,JFK,274,12.08,76,-19
5,15,0,UA,617,ORD,1726,15.08,256,43
5,17,2,OH,5687,JFK,740,7.25,175,-14
10,9,0,B6,1432,SFO,354,7.00,87,-15
10,13,4,AA,1526,ORD,1005,15.58,160,-13
4,3,6,UA,1156,TUS,639,15.08,114,7
2,5,3,OO,3894,ORD,606,11.67,120,3
4,8,4,OO,5499,SFO,250,7.27,81,56
0,31,4,AA,325,ORD,258,10.00,70,76
5,3,2,WN,2549,SJC,296,16.83,60,-11
11,9,2,UA,714,SFO,1635,10.58,239,17
4,12,1,WN,2493,SJC,333,8.50,70,-3
11,31,3,B6,1073,JFK,288,8.08,99,0
10,7,5,UA,466,SFO,967,16.70,148,8
11,22,1,WN,2985,SMF,480,8.75,85,-2
11,8,1,WN,3232,SFO,447,11.58,90,NA
9,1,3,OH,6541,LGA,604,20.25,139,-19
11,25,4,HA,555,OGG,100,20.92,34,11
10,11,2,AA,454,ORD,647,13.58,105,17
7,15,5,WN,905,SMF,404,6.58,90,-6
4,6,2,WN,2642,SJC,296,11.33,60,-5
5,22,0,B6,922,ORD,867,18.92,140,236
8,4,4,UA,385,ORD,334,15.08,88,15
1,21,4,WN,702,TUS,451,16.92,90,-1
1,22,5,B6,29,JFK,1005,19.17,200,NA
0,10,4,AA,179,JFK,2586,8.75,395,17
9,14,2,UA,472,SMF,1781,6.00,236,0
2,27,4,US,1630,SFO,2296,9.00,290,-25
11,31,3,AA,2317,ORD,802,10.08,160,-20
9,8,3,OH,6759,LGA,292,11.58,106,-11
0,28,1,US,2185,LGA,214,18.00,81,-14
10,23,0,OH,6377,JFK,288,14.83,105,-32
0,25,5,AA,1199,ORD,978,8.25,165,14
7,20,3,OH,5495,JFK,426,19.25,132,93
10,18,2,B6,2,JFK,301,6.67,89,-20
11,2,2,B6,807,JFK,1069,17.50,208,-16
9,4,6,WN,2755,SJC,342,8.50,80,-8
9,23,4,OO,5761,SFO,315,20.30,88,94
2,4,2,WN,3683,SJC,386,15.00,80,-6
8,26,5,OO,6011,ORD,323,10.77,75,-14
5,18,3,WN,3514,SMF,373,6.25,80,-5
10,19,3,OO,6259,ORD,130,8.07,53,1
1,14,4,UA,570,ORD,316,15.75,82,40
3,23,3,AA,319,ORD,258,13.00,65,16
6,3,4,WN,2171,SMF,389,11.25,75,2
9,31,5,B6,209,JFK,2465,12.00,356,-28
9,19,0,OH,6565,LGA,610,21.92,120,0
4,2,5,WN,457,SJC,386,21.83,80,106
3,25,5,UA,458,ORD,589,19.83,103,265
8,13,6,AA,483,ORD,1846,10.33,275,37
2,27,4,AA,1659,ORD,403,21.08,85,232
8,9,2,UA,570,ORD,316,14.32,79,30
2,7,5,OO,6397,SFO,363,12.75,80,-3
11,1,1,OH,6605,JFK,426,14.98,122,22
0,28,1,OH,5105,ORD,264,13.83,78,NA
5,10,2,B6,608,JFK,274,22.50,91,NA
7,10,0,UA,1272,SFO,451,17.40,87,-6
7,20,3,AA,1551,LGA,764,19.92,140,41
4,27,2,UA,186,SFO,2521,14.83,328,-21
1,21,4,AA,1005,LGA,1011,7.92,180,1
11,20,6,UA,1164,SFO,447,22.35,88,38
6,29,2,B6,189,JFK,2248,12.55,327,45
7,6,3,OO,5857,ORD,130,22.17,55,-20
11,26,5,AA,1639,JFK,1597,17.17,250,156
11,8,1,OO,5497,SFO,250,22.37,86,-19
7,17,0,OO,6378,SFO,963,15.42,163,95
4,30,5,OH,5131,LGA,478,8.98,122,7
0,21,1,US,605,ORD,1515,15.33,244,19
10,3,1,UA,442,ORD,316,18.75,85,-18
4,19,1,UA,617,ORD,1726,15.03,261,-28
4,19,1,UA,573,SFO,447,8.58,91,32
7,23,6,UA,479,SFO,679,19.28,118,-1
4,7,3,UA,707,ORD,888,6.08,149,20
10,26,3,AA,1635,JFK,1597,12.67,235,-22
11,1,1,AA,1797,ORD,258,12.42,70,163
7,2,6,US,2130,LGA,185,14.00,71,NA
8,14,0,AA,363,LGA,733,19.50,160,71
2,28,5,AA,337,LGA,733,15.67,165,68
9,6,1,WN,1511,SFO,1855,7.17,245,-16
3,17,4,AA,502,SJC,1476,16.92,200,-6
1,17,0,AA,763,LGA,1389,16.98,250,36
5,13,5,UA,856,SFO,967,11.17,153,33
6,30,3,B6,29,JFK,1005,20.50,190,74
1,23,6,HA,11,SFO,2398,8.50,320,39
0,31,4,AA,1757,LGA,887,12.92,170,21
2,14,5,AA,2495,ORD,403,9.67,85,171
5,18,3,AA,1651,LGA,1097,9.42,190,120
2,18,2,AA,319,LGA,733,10.58,165,152
6,8,2,AA,269,JFK,2421,16.75,370,35
0,22,2,AA,557,ORD,1745,16.67,260,107
2,2,0,UA,148,ORD,678,17.92,124,8
7,4,1,UA,508,ORD,763,18.75,125,-5
6,21,1,AA,1787,JFK,1005,15.67,175,42
3,3,4,B6,79,JFK,944,21.67,172,85
2,20,4,UA,614,ORD,612,13.17,107,-13
3,22,2,OH,5166,LGA,585,20.92,128,23
1,18,1,AA,2293,ORD,978,17.75,165,88
4,9,5,OH,5161,LGA,866,13.58,181,32
4,11,0,OO,6047,ORD,139,17.00,53,146
7,29,5,OO,6356,SFO,599,21.25,103,41
11,31,3,AA,194,SFO,2704,13.58,325,-7
4,18,0,US,323,ORD,1515,8.48,235,-29
0,26,6,US,418,SMF,647,9.17,111,-7
6,23,3,WN,526,SMF,389,18.00,75,-3
6,18,5,B6,170,SJC,2569,12.67,345,50
1,19,2,AA,329,LGA,733,12.83,160,56
0,30,3,B6,1004,JFK,187,9.83,85,-18
7,15,5,B6,727,JFK,1576,23.98,226,107
3,17,4,AA,386,ORD,733,8.75,125,-13
2,3,1,AA,313,ORD,1726,11.50,265,94
10,26,3,US,722,ORD,678,16.42,125,13
1,22,5,UA,1514,ORD,1182,19.17,179,19
6,3,4,UA,736,SFO,967,20.62,142,-3
9,19,0,UA,568,ORD,2072,8.50,291,-23
3,25,5,AA,413,ORD,1726,11.67,255,67
3,29,2,UA,687,LGA,733,16.00,162,66
6,8,2,WN,2292,TUS,367,14.33,70,31
9,3,5,OO,6350,SFO,363,11.63,80,36
11,23,2,AA,1843,ORD,1721,8.50,275,154
7,10,0,OH,5569,JFK,289,22.00,119,-24
6,16,3,UA,658,ORD,719,18.18,154,NA
10,28,5,UA,1415,ORD,1005,16.25,158,-16
8,4,4,UA,807,SFO,337,20.22,92,-4
11,25,4,UA,466,SFO,967,15.72,148,-20
2,1,6,US,2122,LGA,185,10.00,75,20
9,26,0,WN,1832,SJC,308,13.75,75,30
2,8,6,B6,25,JFK,1069,7.08,185,34
2,12,3,UA,392,ORD,594,19.67,107,54
8,10,3,OO,5819,ORD,466,8.50,101,-14
6,18,5,UA,182,ORD,606,13.22,127,NA
2,24,1,OH,5245,LGA,641,14.83,148,24
2,30,0,AA,1690,ORD,1182,17.08,180,13
1,15,5,B6,931,ORD,1735,8.00,268,13
4,24,6,OO,6015,ORD,557,9.75,108,21
4,24,6,AA,39,SFO,2398,8.92,320,-14
0,7,1,OO,5479,SFO,238,12.42,75,71
5,25,3,UA,1524,SFO,414,16.05,94,31
4,10,6,OO,6045,ORD,462,10.00,97,2
3,27,0,AA,895,ORD,888,12.67,150,-7
7,24,0,AA,321,LGA,733,11.50,150,-6
10,8,6,OO,5978,ORD,654,6.70,104,-2
9,1,3,OO,6647,ORD,416,6.00,86,-11
10,29,6,AA,1342,ORD,1005,18.75,155,-8
2,22,6,UA,606,ORD,612,9.00,105,70
1,10,0,WN,1538,SMF,647,18.75,110,12
4,16,5,B6,99,JFK,2576,9.58,374,-25
11,19,5,AA,1456,SFO,1846,14.50,255,-13
11,15,1,OO,5481,SFO,199,9.17,65,31
7,30,6,UA,548,SFO,599,13.10,118,17
1,22,5,OH,5263,LGA,292,15.98,96,NA
2,21,5,AA,1772,ORD,1005,8.42,155,31
2,4,2,OO,5966,ORD,174,8.23,58,0
8,5,5,AA,787,LGA,1389,19.92,230,-7
5,17,2,B6,133,JFK,1074,10.33,187,1
7,8,5,B6,68,JFK,209,9.83,83,11
7,8,5,OO,6647,ORD,416,6.00,85,-17
7,22,5,AA,2495,ORD,403,9.83,85,1
2,9,0,B6,27,JFK,1028,13.67,173,45
11,15,1,WN,3097,SFO,414,16.25,90,94
9,16,4,UA,1580,SFO,414,8.15,95,11
11,24,3,B6,363,LGA,1035,7.58,171,-3
5,30,1,WN,2785,SMF,605,20.83,105,-10
7,6,3,UA,638,ORD,719,9.02,126,137
9,13,1,AA,1771,ORD,606,15.58,125,-16
0,19,6,UA,23,JFK,2475,8.63,386,NA
7,6,3,AA,1787,JFK,1005,15.67,175,-3
11,11,4,WN,3139,SJC,308,18.58,75,39
8,21,0,UA,1671,ORD,1515,18.95,236,62
3,23,3,UA,383,SFO,447,11.82,91,4
2,11,2,WN,472,SMF,480,20.50,85,34
8,16,2,US,2177,LGA,214,14.00,78,4
7,25,1,OO,3912,SFO,599,13.00,108,21
1,25,1,UA,1564,ORD,1144,18.67,170,178
0,12,6,B6,620,JFK,301,12.17,85,18
6,9,3,B6,623,JFK,1428,8.25,235,-19
3,10,4,AA,1693,ORD,1745,20.67,260,63
5,3,2,WN,3244,SJC,308,9.25,80,-16
3,6,0,US,1260,LGA,335,15.67,100,-25
3,2,3,AA,780,ORD,1197,6.25,170,-7
4,9,5,AA,1612,SFO,1846,9.58,245,-10
6,26,6,UA,1675,ORD,2072,8.12,291,-21
1,12,2,OO,5928,ORD,475,6.00,97,5
4,31,6,WN,1178,SFO,447,12.50,85,NA
5,7,6,UA,242,ORD,849,13.17,140,154
0,27,0,US,4,ORD,1440,10.67,233,-2
1,10,0,UA,139,ORD,1846,9.70,277,19
3,15,2,WN,3415,SFO,337,12.67,85,-22
11,25,4,AA,510,ORD,235,19.42,75,4
11,6,6,UA,945,ORD,1745,12.05,272,-3
2,31,1,B6,202,JFK,301,17.17,101,53
5,25,3,US,19,ORD,1515,21.25,226,62
2,17,1,B6,1002,JFK,187,7.00,78,8
3,4,5,WN,2809,SMF,397,17.92,75,0
